ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,10,2022,A,Y,0,0,0
91901,10,2022,C,Y,0,0,0
91901,10,2022,I,Y,0,0,0
91901,10,2022,R,Y,8132,3602486,443
91902,10,2022,A,Y,0,0,0
91902,10,2022,C,Y,0,0,0
91902,10,2022,I,Y,0,0,0
91902,10,2022,R,N,4487,1951812,435
91905,10,2022,A,Y,0,0,0
91905,10,2022,C,Y,0,0,0
91905,10,2022,I,Y,0,0,0
91905,10,2022,R,Y,273,109986,403
91906,10,2022,A,Y,0,0,0
91906,10,2022,C,Y,431,1430081,3318
91906,10,2022,I,Y,0,0,0
91906,10,2022,R,Y,1991,1429478,718
91910,10,2022,A,Y,0,0,0
91910,10,2022,C,Y,357,5704312,15978
91910,10,2022,I,Y,0,0,0
91910,10,2022,R,Y,3499,926533,265
91911,10,2022,A,Y,0,0,0
91911,10,2022,C,Y,364,5119485,14065
91911,10,2022,I,Y,0,0,0
91911,10,2022,R,Y,2893,667627,231
91912,10,2022,A,Y,0,0,0
91912,10,2022,C,Y,0,0,0
91912,10,2022,I,Y,0,0,0
91912,10,2022,R,Y,0,0,0
91913,10,2022,A,Y,0,0,0
91913,10,2022,C,Y,0,0,0
91913,10,2022,I,Y,0,0,0
91913,10,2022,R,N,3212,1017191,317
91914,10,2022,A,Y,0,0,0
91914,10,2022,C,Y,0,0,0
91914,10,2022,I,Y,0,0,0
91914,10,2022,R,N,849,258003,304
91915,10,2022,A,Y,0,0,0
91915,10,2022,C,Y,0,0,0
91915,10,2022,I,Y,0,0,0
91915,10,2022,R,N,1983,606745,306
91916,10,2022,A,Y,0,0,0
91916,10,2022,C,Y,0,0,0
91916,10,2022,I,Y,0,0,0
91916,10,2022,R,Y,0,0,0
91917,10,2022,A,Y,0,0,0
91917,10,2022,C,Y,0,0,0
91917,10,2022,I,Y,0,0,0
91917,10,2022,R,N,211,165514,784
91931,10,2022,A,Y,0,0,0
91931,10,2022,C,Y,0,0,0
91931,10,2022,I,Y,0,0,0
91931,10,2022,R,Y,0,0,0
