ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,1,2023,A,Y,0,0,0
91901,1,2023,C,Y,0,0,0
91901,1,2023,I,Y,0,0,0
91901,1,2023,R,Y,4840,3672781,759
91902,1,2023,A,Y,0,0,0
91902,1,2023,C,Y,0,0,0
91902,1,2023,I,Y,0,0,0
91902,1,2023,R,N,1670,809475,485
91905,1,2023,A,Y,0,0,0
91905,1,2023,C,Y,0,0,0
91905,1,2023,I,Y,0,0,0
91905,1,2023,R,Y,164,122860,749
91906,1,2023,A,Y,0,0,0
91906,1,2023,C,Y,0,0,0
91906,1,2023,I,Y,0,0,0
91906,1,2023,R,Y,1192,910992,764
91910,1,2023,A,Y,0,0,0
91910,1,2023,C,Y,363,5364937,14779
91910,1,2023,I,Y,0,0,0
91910,1,2023,R,Y,3331,1044130,313
91911,1,2023,A,Y,0,0,0
91911,1,2023,C,Y,408,4485420,10994
91911,1,2023,I,Y,0,0,0
91911,1,2023,R,Y,2956,847124,287
91912,1,2023,A,Y,0,0,0
91912,1,2023,C,Y,0,0,0
91912,1,2023,I,Y,0,0,0
91912,1,2023,R,Y,0,0,0
91913,1,2023,A,Y,0,0,0
91913,1,2023,C,Y,0,0,0
91913,1,2023,I,Y,0,0,0
91913,1,2023,R,N,2967,931406,314
91914,1,2023,A,Y,0,0,0
91914,1,2023,C,Y,0,0,0
91914,1,2023,I,Y,0,0,0
91914,1,2023,R,N,412,145962,354
91915,1,2023,A,Y,0,0,0
91915,1,2023,C,Y,124,1595142,12864
91915,1,2023,I,Y,0,0,0
91915,1,2023,R,Y,1773,575076,324
91916,1,2023,A,Y,0,0,0
91916,1,2023,C,Y,0,0,0
91916,1,2023,I,Y,0,0,0
91916,1,2023,R,Y,0,0,0
91917,1,2023,A,Y,0,0,0
91917,1,2023,C,Y,0,0,0
91917,1,2023,I,Y,0,0,0
91917,1,2023,R,N,131,103783,792
91931,1,2023,A,Y,0,0,0
91931,1,2023,C,Y,0,0,0
91931,1,2023,I,Y,0,0,0
91931,1,2023,R,Y,0,0,0
91932,1,2023,A,Y,0,0,0
91932,1,2023,C,Y,0,0,0
91932,1,2023,I,Y,0,0,0
91932,1,2023,R,N,2072,559425,270
91934,1,2023,A,Y,0,0,0
91934,1,2023,C,Y,0,0,0
91934,1,2023,I,Y,0,0,0
91934,1,2023,R,Y,0,0,0
91935,1,2023,A,Y,0,0,0
91935,1,2023,C,Y,0,0,0
91935,1,2023,I,Y,0,0,0
91935,1,2023,R,N,2024,1556707,769
91941,1,2023,A,Y,0,0,0
91941,1,2023,C,Y,0,0,0
91941,1,2023,I,Y,0,0,0
91941,1,2023,R,N,4547,2152328,473
91942,1,2023,A,Y,0,0,0
91942,1,2023,C,Y,0,0,0
91942,1,2023,I,Y,0,0,0
91942,1,2023,R,N,3534,1055929,299
91945,1,2023,A,Y,0,0,0
91945,1,2023,C,N,586,2798658,4776
91945,1,2023,I,Y,0,0,0
91945,1,2023,R,N,8707,3468568,398
91948,1,2023,A,Y,0,0,0
91948,1,2023,C,Y,0,0,0
91948,1,2023,I,Y,0,0,0
91948,1,2023,R,Y,0,0,0
91950,1,2023,A,Y,0,0,0
91950,1,2023,C,Y,726,7573210,10431
91950,1,2023,I,Y,0,0,0
91950,1,2023,R,Y,4445,1816332,409
91962,1,2023,A,Y,0,0,0
91962,1,2023,C,Y,0,0,0
91962,1,2023,I,Y,0,0,0
91962,1,2023,R,Y,0,0,0
91963,1,2023,A,Y,0,0,0
91963,1,2023,C,Y,0,0,0
91963,1,2023,I,Y,0,0,0
91963,1,2023,R,Y,0,0,0
91977,1,2023,A,Y,0,0,0
91977,1,2023,C,N,682,2935816,4305
91977,1,2023,I,Y,0,0,0
91977,1,2023,R,N,16119,6972465,433
91978,1,2023,A,Y,0,0,0
91978,1,2023,C,Y,0,0,0
91978,1,2023,I,Y,0,0,0
91978,1,2023,R,N,2717,1545512,569
91980,1,2023,A,Y,0,0,0
91980,1,2023,C,Y,0,0,0
91980,1,2023,I,Y,0,0,0
91980,1,2023,R,Y,0,0,0
92003,1,2023,A,Y,0,0,0
92003,1,2023,C,N,226,540500,2392
92003,1,2023,I,Y,0,0,0
92003,1,2023,R,N,1779,1308875,736
92004,1,2023,A,Y,0,0,0
92004,1,2023,C,Y,0,0,0
92004,1,2023,I,Y,0,0,0
92004,1,2023,R,Y,864,363606,421
92007,1,2023,A,Y,0,0,0
92007,1,2023,C,Y,0,0,0
92007,1,2023,I,Y,0,0,0
92007,1,2023,R,N,688,241393,351
92008,1,2023,A,Y,0,0,0
92008,1,2023,C,Y,0,0,0
92008,1,2023,I,Y,0,0,0
92008,1,2023,R,N,3593,1342005,374
92009,1,2023,A,Y,0,0,0
92009,1,2023,C,Y,0,0,0
92009,1,2023,I,Y,0,0,0
92009,1,2023,R,N,3159,1254724,397
92010,1,2023,A,Y,0,0,0
92010,1,2023,C,N,175,670920,3834
92010,1,2023,I,Y,0,0,0
92010,1,2023,R,N,1818,779208,429
92011,1,2023,A,Y,0,0,0
92011,1,2023,C,N,194,1621700,8359
92011,1,2023,I,Y,0,0,0
92011,1,2023,R,N,2077,741086,357
92014,1,2023,A,Y,0,0,0
92014,1,2023,C,Y,0,0,0
92014,1,2023,I,Y,0,0,0
92014,1,2023,R,N,1533,784884,512
92019,1,2023,A,Y,0,0,0
92019,1,2023,C,Y,0,0,0
92019,1,2023,I,Y,0,0,0
92019,1,2023,R,N,8979,4116955,459
92020,1,2023,A,Y,0,0,0
92020,1,2023,C,N,2238,14935559,6674
92020,1,2023,I,Y,0,0,0
92020,1,2023,R,N,19698,8316249,422
92021,1,2023,A,Y,0,0,0
92021,1,2023,C,Y,0,0,0
92021,1,2023,I,Y,0,0,0
92021,1,2023,R,N,14796,6585409,445
92024,1,2023,A,Y,0,0,0
92024,1,2023,C,Y,0,0,0
92024,1,2023,I,Y,0,0,0
92024,1,2023,R,Y,3054,1164839,381
92025,1,2023,A,Y,0,0,0
92025,1,2023,C,Y,459,4640705,10110
92025,1,2023,I,Y,0,0,0
92025,1,2023,R,Y,5100,2249763,441
92026,1,2023,A,Y,0,0,0
92026,1,2023,C,Y,389,2672268,6870
92026,1,2023,I,Y,0,0,0
92026,1,2023,R,Y,12259,6036247,492
92027,1,2023,A,Y,0,0,0
92027,1,2023,C,Y,0,0,0
92027,1,2023,I,Y,0,0,0
92027,1,2023,R,Y,6884,2634464,383
92028,1,2023,A,Y,0,0,0
92028,1,2023,C,Y,1035,4672324,4514
92028,1,2023,I,Y,0,0,0
92028,1,2023,R,Y,12465,6869318,551
92029,1,2023,A,Y,0,0,0
92029,1,2023,C,Y,0,0,0
92029,1,2023,I,Y,0,0,0
92029,1,2023,R,N,4608,3012172,654
92036,1,2023,A,Y,0,0,0
92036,1,2023,C,Y,0,0,0
92036,1,2023,I,Y,0,0,0
92036,1,2023,R,Y,2142,1578152,737
