ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,7,2022,A,Y,0,0,0
91901,7,2022,C,Y,0,0,0
91901,7,2022,I,Y,0,0,0
91901,7,2022,R,Y,2406,1206824,502
91902,7,2022,A,Y,0,0,0
91902,7,2022,C,Y,0,0,0
91902,7,2022,I,Y,0,0,0
91902,7,2022,R,N,953,143899,151
91905,7,2022,A,Y,0,0,0
91905,7,2022,C,Y,0,0,0
91905,7,2022,I,Y,0,0,0
91905,7,2022,R,Y,0,0,0
91906,7,2022,A,Y,0,0,0
91906,7,2022,C,Y,0,0,0
91906,7,2022,I,Y,0,0,0
91906,7,2022,R,Y,481,443561,922
91910,7,2022,A,Y,0,0,0
91910,7,2022,C,Y,248,4770758,19237
91910,7,2022,I,Y,0,0,0
91910,7,2022,R,Y,1107,272615,246
91911,7,2022,A,Y,0,0,0
91911,7,2022,C,Y,266,4454721,16747
91911,7,2022,I,Y,0,0,0
91911,7,2022,R,Y,880,231250,263
91912,7,2022,A,Y,0,0,0
91912,7,2022,C,Y,0,0,0
91912,7,2022,I,Y,0,0,0
91912,7,2022,R,Y,0,0,0
91913,7,2022,A,Y,0,0,0
91913,7,2022,C,Y,0,0,0
91913,7,2022,I,Y,0,0,0
91913,7,2022,R,N,949,291768,307
91914,7,2022,A,Y,0,0,0
91914,7,2022,C,Y,0,0,0
91914,7,2022,I,Y,0,0,0
91914,7,2022,R,N,206,63539,308
91915,7,2022,A,Y,0,0,0
91915,7,2022,C,Y,0,0,0
91915,7,2022,I,Y,0,0,0
91915,7,2022,R,Y,580,193269,333
91916,7,2022,A,Y,0,0,0
91916,7,2022,C,Y,0,0,0
91916,7,2022,I,Y,0,0,0
91916,7,2022,R,Y,0,0,0
91917,7,2022,A,Y,0,0,0
91917,7,2022,C,Y,0,0,0
91917,7,2022,I,Y,0,0,0
91917,7,2022,R,Y,0,0,0
91931,7,2022,A,Y,0,0,0
91931,7,2022,C,Y,0,0,0
91931,7,2022,I,Y,0,0,0
91931,7,2022,R,Y,0,0,0
91932,7,2022,A,Y,0,0,0
91932,7,2022,C,Y,0,0,0
91932,7,2022,I,Y,0,0,0
91932,7,2022,R,N,758,174035,230
91934,7,2022,A,Y,0,0,0
91934,7,2022,C,Y,0,0,0
91934,7,2022,I,Y,0,0,0
91934,7,2022,R,Y,0,0,0
91935,7,2022,A,Y,0,0,0
91935,7,2022,C,Y,0,0,0
91935,7,2022,I,Y,0,0,0
91935,7,2022,R,N,967,271201,280
91941,7,2022,A,Y,0,0,0
91941,7,2022,C,Y,0,0,0
91941,7,2022,I,Y,0,0,0
91941,7,2022,R,N,1814,447081,246
91942,7,2022,A,Y,0,0,0
